match_id,season,date,venue,team1,team2,toss_winner,toss_decision,innings1_team,innings1_score,innings1_wickets,innings1_overs,innings2_team,innings2_score,innings2_wickets,innings2_overs,winner,margin,margin_type,day_night,nrr_team1,nrr_team2
540,2016,2016-04-09,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,214,2,19.9,Kolkata Knight Riders,157,5,16.3,Kolkata Knight Riders,5,wickets,False,1.124,-1.124
541,2016,2016-03-13,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,222,8,19.3,Sunrisers Hyderabad,216,2,12.9,Sunrisers Hyderabad,8,wickets,False,-5.212,5.212
542,2016,2016-04-20,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Gujarat Titans,Gujarat Titans,bat,Punjab Kings,177,7,19.2,Gujarat Titans,186,5,15.5,Punjab Kings,9,runs,False,-2.732,2.732
543,2016,2016-04-04,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bengaluru,221,6,19.2,Kolkata Knight Riders,133,4,18.6,Kolkata Knight Riders,6,wickets,True,4.356,-4.356
544,2016,2016-03-14,"Eden Gardens, Kolkata",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,155,3,18.6,Punjab Kings,150,4,12.7,Punjab Kings,6,wickets,True,-3.472,3.472
545,2016,2016-03-21,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Mumbai Indians,198,8,19.0,Royal Challengers Bengaluru,174,3,11.8,Royal Challengers Bengaluru,7,wickets,True,-4.325,4.325
546,2016,2016-04-28,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans,Gujarat Titans,bat,Delhi Capitals,147,7,18.4,Gujarat Titans,199,2,14.7,Delhi Capitals,52,runs,True,-5.603,5.603
547,2016,2016-04-08,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,133,7,19.8,Sunrisers Hyderabad,95,4,13.9,Sunrisers Hyderabad,6,wickets,False,-0.133,0.133
548,2016,2016-04-19,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,213,3,19.0,Gujarat Titans,128,7,12.9,Gujarat Titans,3,wickets,True,1.28,-1.28
549,2016,2016-03-25,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,191,3,18.7,Delhi Capitals,211,7,16.3,Sunrisers Hyderabad,20,runs,False,-2.733,2.733
550,2016,2016-04-21,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,222,6,19.6,Kolkata Knight Riders,87,6,17.8,Kolkata Knight Riders,4,wickets,True,6.447,-6.447
551,2016,2016-03-11,"Rajiv Gandhi International Stadium, Hyderabad",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,bat,Royal Challengers Bengaluru,216,9,18.5,Delhi Capitals,220,3,18.6,Royal Challengers Bengaluru,4,runs,False,-0.133,0.133
552,2016,2016-03-10,"M.A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Sunrisers Hyderabad,127,5,18.5,Punjab Kings,111,3,10.1,Punjab Kings,7,wickets,True,-4.129,4.129
553,2016,2016-03-14,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,209,2,18.6,Mumbai Indians,183,8,15.8,Mumbai Indians,2,wickets,True,-0.35,0.35
554,2016,2016-03-10,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Rajasthan Royals,131,9,18.4,Royal Challengers Bengaluru,177,3,11.6,Rajasthan Royals,46,runs,True,-8.149,8.149
555,2016,2016-04-18,"M.A. Chidambaram Stadium, Chennai",Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,147,2,18.0,Punjab Kings,131,8,17.0,Punjab Kings,2,wickets,True,0.472,-0.472
556,2016,2016-04-05,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,bat,Royal Challengers Bengaluru,229,4,19.2,Lucknow Super Giants,130,2,16.6,Lucknow Super Giants,8,wickets,True,4.091,-4.091
557,2016,2016-03-06,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,195,7,19.4,Mumbai Indians,202,4,12.3,Gujarat Titans,7,runs,True,-6.307,6.307
558,2016,2016-03-25,"M.A. Chidambaram Stadium, Chennai",Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,Gujarat Titans,214,6,19.0,Sunrisers Hyderabad,153,6,14.4,Sunrisers Hyderabad,4,wickets,True,0.635,-0.635
559,2016,2016-03-01,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,Gujarat Titans,155,6,18.9,Rajasthan Royals,144,3,15.9,Rajasthan Royals,7,wickets,False,-0.831,0.831
560,2016,2016-04-23,"Wankhede Stadium, Mumbai",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,153,6,18.4,Sunrisers Hyderabad,135,9,11.9,Sunrisers Hyderabad,1,wickets,True,-3.027,3.027
561,2016,2016-04-05,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,181,5,18.5,Chennai Super Kings,102,9,12.3,Chennai Super Kings,1,wickets,True,1.493,-1.493
562,2016,2016-04-16,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,Delhi Capitals,173,6,18.2,Lucknow Super Giants,160,8,12.7,Lucknow Super Giants,2,wickets,True,-3.068,3.068
563,2016,2016-04-19,"Wankhede Stadium, Mumbai",Gujarat Titans,Punjab Kings,Punjab Kings,bat,Gujarat Titans,199,3,18.6,Punjab Kings,145,2,19.2,Punjab Kings,8,wickets,True,3.152,-3.152
564,2016,2016-04-07,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,161,4,18.7,Mumbai Indians,114,5,15.1,Mumbai Indians,5,wickets,True,1.044,-1.044
565,2016,2016-04-28,"M.A. Chidambaram Stadium, Chennai",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,220,7,18.3,Kolkata Knight Riders,142,6,14.2,Kolkata Knight Riders,4,wickets,False,1.967,-1.967
566,2016,2016-03-11,"Rajiv Gandhi International Stadium, Hyderabad",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians,202,9,18.6,Rajasthan Royals,202,4,17.6,Rajasthan Royals,6,wickets,True,-0.613,0.613
567,2016,2016-04-01,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Lucknow Super Giants,219,7,19.7,Chennai Super Kings,226,8,15.6,Lucknow Super Giants,7,runs,False,-3.315,3.315
568,2016,2016-03-18,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,214,3,18.6,Punjab Kings,166,5,18.4,Punjab Kings,5,wickets,False,2.482,-2.482
569,2016,2016-04-19,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,122,9,19.2,Punjab Kings,201,7,10.5,Sunrisers Hyderabad,79,runs,True,-12.721,12.721
570,2016,2016-04-29,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,207,6,18.1,Delhi Capitals,176,4,12.1,Delhi Capitals,6,wickets,True,-3.053,3.053
571,2016,2016-04-07,"M.A. Chidambaram Stadium, Chennai",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Chennai Super Kings,156,5,19.7,Royal Challengers Bengaluru,225,5,10.6,Chennai Super Kings,69,runs,False,-13.42,13.42
572,2016,2016-04-15,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Kolkata Knight Riders,181,4,19.9,Gujarat Titans,118,3,18.3,Gujarat Titans,7,wickets,True,2.684,-2.684
573,2016,2016-03-10,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Delhi Capitals,136,2,18.9,Gujarat Titans,177,2,10.6,Delhi Capitals,41,runs,False,-9.477,9.477
574,2016,2016-03-22,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,227,9,19.9,Rajasthan Royals,155,2,14.2,Rajasthan Royals,8,wickets,True,0.466,-0.466
575,2016,2016-04-06,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,216,4,19.4,Rajasthan Royals,205,6,18.4,Rajasthan Royals,4,wickets,False,-0.043,0.043
576,2016,2016-03-20,"M.A. Chidambaram Stadium, Chennai",Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,Mumbai Indians,121,6,19.1,Gujarat Titans,146,6,13.8,Mumbai Indians,25,runs,False,-4.193,4.193
577,2016,2016-04-04,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,200,6,19.8,Kolkata Knight Riders,127,6,16.1,Kolkata Knight Riders,4,wickets,True,2.21,-2.21
578,2016,2016-04-05,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,193,5,18.7,Chennai Super Kings,192,7,15.4,Chennai Super Kings,3,wickets,False,-2.117,2.117
579,2016,2016-04-14,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,190,2,18.1,Sunrisers Hyderabad,130,9,10.7,Sunrisers Hyderabad,1,wickets,False,-1.621,1.621
580,2016,2016-03-04,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,155,5,18.9,Sunrisers Hyderabad,116,4,10.4,Sunrisers Hyderabad,6,wickets,False,-2.975,2.975
581,2016,2016-03-06,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,167,2,19.0,Rajasthan Royals,199,4,11.4,Chennai Super Kings,32,runs,False,-8.685,8.685
582,2016,2016-03-04,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Mumbai Indians,142,5,18.8,Royal Challengers Bengaluru,194,7,16.3,Mumbai Indians,52,runs,False,-4.375,4.375
583,2016,2016-03-15,"Arun Jaitley Stadium, Delhi",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,227,4,18.6,Rajasthan Royals,215,3,14.6,Rajasthan Royals,7,wickets,True,-2.522,2.522
584,2016,2016-04-26,"M.A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,130,5,18.1,Royal Challengers Bengaluru,138,3,18.0,Kolkata Knight Riders,8,runs,True,-0.477,0.477
585,2016,2016-04-11,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Gujarat Titans,Gujarat Titans,bat,Punjab Kings,177,3,19.3,Gujarat Titans,129,6,11.5,Gujarat Titans,4,wickets,True,-2.0,2.0
586,2016,2016-04-25,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bengaluru,134,9,19.0,Mumbai Indians,151,9,18.8,Royal Challengers Bengaluru,17,runs,True,-0.993,0.993
587,2016,2016-04-29,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,222,7,18.4,Lucknow Super Giants,165,7,19.6,Lucknow Super Giants,3,wickets,True,3.666,-3.666
588,2016,2016-04-14,"M.A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,139,8,19.1,Kolkata Knight Riders,208,3,16.1,Chennai Super Kings,69,runs,True,-5.658,5.658
589,2016,2016-04-17,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans,228,6,20.0,Rajasthan Royals,176,3,12.6,Rajasthan Royals,7,wickets,False,-2.533,2.533
590,2016,2016-04-09,"Rajiv Gandhi International Stadium, Hyderabad",Mumbai Indians,Punjab Kings,Punjab Kings,bat,Mumbai Indians,138,2,19.3,Punjab Kings,85,9,12.9,Punjab Kings,1,wickets,False,0.597,-0.597
591,2016,2016-03-12,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,151,7,18.7,Rajasthan Royals,100,4,10.4,Rajasthan Royals,6,wickets,True,-1.536,1.536
592,2016,2016-03-27,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,213,8,18.1,Punjab Kings,131,2,11.5,Punjab Kings,8,wickets,True,0.352,-0.352
593,2016,2016-03-21,"Eden Gardens, Kolkata",Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,148,7,18.5,Punjab Kings,147,2,13.6,Punjab Kings,8,wickets,True,-2.823,2.823
594,2016,2016-03-03,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,Lucknow Super Giants,216,4,18.1,Punjab Kings,172,8,15.8,Punjab Kings,2,wickets,False,1.074,-1.074
595,2016,2016-04-27,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,203,3,19.8,Sunrisers Hyderabad,142,7,16.6,Sunrisers Hyderabad,3,wickets,True,1.673,-1.673
596,2016,2016-04-27,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,191,4,19.6,Lucknow Super Giants,142,6,10.8,Lucknow Super Giants,4,wickets,False,-3.456,3.456
597,2016,2016-04-01,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,Gujarat Titans,162,8,19.7,Rajasthan Royals,83,3,11.5,Rajasthan Royals,7,wickets,True,0.995,-0.995
598,2016,2016-04-21,"Punjab Cricket Association Stadium, Mohali",Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,152,4,19.4,Delhi Capitals,104,2,18.3,Delhi Capitals,8,wickets,False,2.132,-2.132
599,2016,2016-03-17,"M.A. Chidambaram Stadium, Chennai",Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,Gujarat Titans,126,8,18.2,Sunrisers Hyderabad,109,2,14.6,Sunrisers Hyderabad,8,wickets,True,-0.555,0.555
600,2016,2016-03-02,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,bat,Kolkata Knight Riders,133,5,18.8,Lucknow Super Giants,126,3,13.3,Lucknow Super Giants,7,wickets,True,-2.439,2.439
601,2017,2017-04-07,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Punjab Kings,200,3,19.1,Rajasthan Royals,138,7,13.5,Rajasthan Royals,3,wickets,False,0.281,-0.281
602,2017,2017-03-28,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,195,4,18.4,Gujarat Titans,185,7,14.7,Gujarat Titans,3,wickets,False,-1.987,1.987
603,2017,2017-04-28,"Eden Gardens, Kolkata",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,229,5,19.6,Rajasthan Royals,84,1,19.3,Rajasthan Royals,9,wickets,True,7.354,-7.354
604,2017,2017-03-03,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,122,4,18.9,Gujarat Titans,201,6,14.3,Royal Challengers Bengaluru,79,runs,True,-7.626,7.626
605,2017,2017-03-28,"M. Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,Gujarat Titans,203,3,18.3,Rajasthan Royals,136,8,18.2,Rajasthan Royals,2,wickets,True,3.64,-3.64
606,2017,2017-04-06,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,200,6,18.9,Rajasthan Royals,89,1,15.7,Rajasthan Royals,9,wickets,True,4.934,-4.934
607,2017,2017-03-04,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,122,7,18.4,Lucknow Super Giants,100,1,16.9,Lucknow Super Giants,9,wickets,False,0.703,-0.703
608,2017,2017-04-02,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,135,8,18.3,Punjab Kings,220,5,11.0,Sunrisers Hyderabad,85,runs,True,-12.678,12.678
609,2017,2017-04-01,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,126,3,18.4,Lucknow Super Giants,94,5,15.7,Lucknow Super Giants,5,wickets,True,0.865,-0.865
610,2017,2017-04-22,"Eden Gardens, Kolkata",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,Lucknow Super Giants,123,9,19.8,Mumbai Indians,196,8,11.4,Lucknow Super Giants,73,runs,True,-10.941,10.941
611,2017,2017-03-01,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Rajasthan Royals,212,4,19.7,Kolkata Knight Riders,133,3,19.6,Kolkata Knight Riders,7,wickets,True,3.979,-3.979
612,2017,2017-03-12,"M.A. Chidambaram Stadium, Chennai",Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rajasthan Royals,187,2,19.3,Royal Challengers Bengaluru,131,8,13.6,Royal Challengers Bengaluru,2,wickets,False,0.099,-0.099
613,2017,2017-04-06,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Lucknow Super Giants,193,6,18.9,Sunrisers Hyderabad,189,3,11.1,Sunrisers Hyderabad,7,wickets,True,-6.832,6.832
614,2017,2017-04-27,"M.A. Chidambaram Stadium, Chennai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,189,5,18.5,Rajasthan Royals,112,4,16.7,Rajasthan Royals,6,wickets,False,3.524,-3.524
615,2017,2017-03-25,"M.A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Kolkata Knight Riders,217,8,18.7,Gujarat Titans,151,8,15.2,Gujarat Titans,2,wickets,True,1.671,-1.671
616,2017,2017-03-18,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Sunrisers Hyderabad,172,4,18.0,Kolkata Knight Riders,93,9,15.5,Kolkata Knight Riders,1,wickets,True,3.553,-3.553
617,2017,2017-03-11,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Mumbai Indians,198,6,19.3,Delhi Capitals,100,5,12.9,Delhi Capitals,5,wickets,False,2.472,-2.472
618,2017,2017-03-11,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,215,4,18.7,Delhi Capitals,131,7,11.5,Delhi Capitals,3,wickets,True,0.12,-0.12
619,2017,2017-03-05,"M.A. Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,203,3,19.3,Delhi Capitals,210,2,11.9,Chennai Super Kings,7,runs,True,-7.082,7.082
620,2017,2017-04-22,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,213,4,18.3,Mumbai Indians,96,9,16.8,Mumbai Indians,1,wickets,True,5.942,-5.942
621,2017,2017-04-15,"Eden Gardens, Kolkata",Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Rajasthan Royals,224,7,19.4,Punjab Kings,147,9,15.7,Punjab Kings,1,wickets,False,2.155,-2.155
622,2017,2017-03-12,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Punjab Kings,150,6,18.0,Gujarat Titans,216,6,16.3,Punjab Kings,66,runs,True,-4.898,4.898
623,2017,2017-03-02,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,165,2,19.8,Delhi Capitals,147,9,15.5,Delhi Capitals,1,wickets,True,-1.16,1.16
624,2017,2017-04-07,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,186,2,19.4,Delhi Capitals,197,3,16.5,Rajasthan Royals,11,runs,True,-2.35,2.35
625,2017,2017-04-01,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,227,2,18.9,Chennai Super Kings,121,3,16.4,Chennai Super Kings,7,wickets,True,4.649,-4.649
626,2017,2017-03-03,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,128,2,18.6,Sunrisers Hyderabad,115,4,11.8,Sunrisers Hyderabad,6,wickets,True,-2.869,2.869
627,2017,2017-04-23,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,131,7,18.1,Sunrisers Hyderabad,107,6,13.9,Sunrisers Hyderabad,4,wickets,True,-0.451,0.451
628,2017,2017-03-13,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Kolkata Knight Riders,204,6,18.2,Mumbai Indians,228,4,11.8,Kolkata Knight Riders,24,runs,True,-8.046,8.046
629,2017,2017-04-13,"Eden Gardens, Kolkata",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,225,3,19.8,Punjab Kings,199,8,11.3,Punjab Kings,2,wickets,True,-6.21,6.21
630,2017,2017-04-25,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,124,3,19.4,Rajasthan Royals,222,3,18.9,Mumbai Indians,98,runs,True,-5.34,5.34
631,2017,2017-03-22,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Punjab Kings,Punjab Kings,bat,Gujarat Titans,189,6,19.0,Punjab Kings,173,9,11.6,Punjab Kings,1,wickets,True,-4.92,4.92
632,2017,2017-04-06,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,Kolkata Knight Riders,214,3,19.2,Lucknow Super Giants,208,4,10.2,Lucknow Super Giants,6,wickets,False,-9.324,9.324
633,2017,2017-03-04,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Sunrisers Hyderabad,129,2,19.1,Gujarat Titans,161,8,17.5,Sunrisers Hyderabad,32,runs,False,-2.438,2.438
634,2017,2017-03-13,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,Delhi Capitals,158,8,18.2,Lucknow Super Giants,205,1,17.6,Delhi Capitals,47,runs,True,-2.973,2.973
635,2017,2017-04-04,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Lucknow Super Giants,188,6,19.5,Sunrisers Hyderabad,213,5,19.8,Lucknow Super Giants,25,runs,True,-1.122,1.122
636,2017,2017-04-26,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,134,2,18.2,Chennai Super Kings,190,7,10.6,Kolkata Knight Riders,56,runs,False,-10.489,10.489
637,2017,2017-03-20,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,229,4,19.8,Lucknow Super Giants,126,3,12.8,Lucknow Super Giants,7,wickets,True,1.68,-1.68
638,2017,2017-03-19,"M.A. Chidambaram Stadium, Chennai",Punjab Kings,Gujarat Titans,Punjab Kings,field,Punjab Kings,219,6,19.3,Gujarat Titans,89,9,13.8,Gujarat Titans,1,wickets,True,4.88,-4.88
639,2017,2017-03-02,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,Lucknow Super Giants,175,2,18.4,Sunrisers Hyderabad,220,9,19.7,Lucknow Super Giants,45,runs,True,-1.647,1.647
640,2017,2017-03-02,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,141,2,19.2,Punjab Kings,113,2,14.9,Punjab Kings,8,wickets,False,-0.231,0.231
641,2017,2017-04-11,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,157,9,18.9,Punjab Kings,182,4,13.6,Mumbai Indians,25,runs,True,-5.109,5.109
642,2017,2017-04-16,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,Sunrisers Hyderabad,212,3,19.1,Lucknow Super Giants,128,3,10.4,Lucknow Super Giants,7,wickets,True,-1.21,1.21
643,2017,2017-04-26,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,214,9,18.9,Sunrisers Hyderabad,99,8,12.4,Sunrisers Hyderabad,2,wickets,True,3.344,-3.344
644,2017,2017-03-19,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,bat,Gujarat Titans,203,8,19.4,Lucknow Super Giants,130,2,11.1,Lucknow Super Giants,8,wickets,True,-1.194,1.194
645,2017,2017-04-15,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,182,5,18.8,Lucknow Super Giants,199,6,17.6,Delhi Capitals,17,runs,True,-1.639,1.639
